title,last_name,first_name,year,"publisher",place,corpus_index,word_count,origin,medium,category,corpus_type
מעקב אחרי המצב התרמי בדירות מגורים שניבנות לפי התקן החדש תי 1045,בקר,רחל,1992,"המכון הלאומי לחקר הבנייה",חיפה,2200025,5129,Scanned,report,המכון הלאומי לחקר הבניה,IIA
"מקלט קבע מתועש מהיר הקמה שלבים א,ב",ינקלבסקי,דוד,1992,"המכון הלאומי לחקר הבנייה",חיפה,2200026,3598,Scanned,report,המכון הלאומי לחקר הבניה,IIA
תהליך תכנון הביצוע ותוצריו שלב א נסיונן של חברות מצויינות,"לויפר ",אלכסנדר,1992,"המכון הלאומי לחקר הבנייה",חיפה,2200027,8216,Scanned,report,המכון הלאומי לחקר הבניה,IIA
איפיון התכונות של עץ לשימושים הנדסיים,קורין,אורי,1992,"המכון הלאומי לחקר הבנייה",חיפה,2200028,5176,Scanned,report,המכון הלאומי לחקר הבניה,IIA
תחזוקה וחידוש ציפויי קיר חיצוניים של מבנים ישנים שלב ב,"
גולדמן",פ.,1992,"המכון הלאומי לחקר הבנייה",חיפה,2200030,5792,Scanned,report,המכון הלאומי לחקר הבניה,IIA
פיתוח מערכת ממוחשבת לתכנון ותכן של ביניינים שלב א כרך א,ויזל,אבי,1992,"המכון הלאומי לחקר הבנייה",חיפה,2200031,15540,Scanned,report,המכון הלאומי לחקר הבניה,IIA
כמויות ועלויות של הקמת מערכות תשתית עירוניות,זלינגר,שלמה,1992,"המכון הלאומי לחקר הבנייה",חיפה,2200032,1766,Scanned,report,המכון הלאומי לחקר הבניה,IIA
תכנון פיסי של בית הורים - מחקר הערכה,איל-אלימלך,תמר,1992,"המרכז לחקר העיר והאזור",חיפה,2300059,3723,Scanned,report,המרכז לחקר העיר והאזור,IIA
הגירה אל ומערי פיתוח בישראל,אלפנדרי,טובי,1992,"המרכז לחקר העיר והאזור",חיפה,2300143,18825,Scanned,report,המרכז לחקר העיר והאזור,IIA
פיצויים על ירידת ערך מקרקעין - עקב שינוי תוכנית,אלתרמן,רחל,1992,"המרכז לחקר העיר והאזור",חיפה,2300169,38662,Scanned,report,המרכז לחקר העיר והאזור,IIA
קרקע חקלאית - שמירה או הפשרה,אלתרמן,רחל,1992,"המרכז לחקר העיר והאזור",חיפה,2300137,37930,Scanned,report,המרכז לחקר העיר והאזור,IIA
גורמים המעודדים או המעכבים יזמות מקומית בעיירות פיתוח בישראל,בהט,שמואל,1992,"המרכז לחקר העיר והאזור",חיפה,2300084,38744,Scanned,report,המרכז לחקר העיר והאזור,IIA
התמודדות עם קונפליקטים בתכנון העירוני והאזורי - רקע תיאורטי ותוכנית למחקר,ורנסקי,אריאלה,1992,"המרכז לחקר העיר והאזור",חיפה,2300208,19970,Scanned,report,המרכז לחקר העיר והאזור,IIA
"שיתוף הציבור בתכנון - החוק, הנוהג ועמדות מקבלי ההחלטות ",ורנסקי,אריאלה,1992,"המרכז לחקר העיר והאזור",חיפה,2300086,9958,Scanned,report,המרכז לחקר העיר והאזור,IIA
תהליך תכנון מגורים ליישוב ערבי בגליל - חקר מקרה - אכסאל,כרמון,נעמי,1992,"המרכז לחקר העיר והאזור",חיפה,2300133,17958,Scanned,report,המרכז לחקר העיר והאזור,IIA
"תוכנית פיתוח ותוכנית מתאר מחוז הצפון - שינוי מס' 9 לת.מ.מ.2 -כרך ראשון - מטרות, מדיניות וחלופות פיתוח",שפר,דני,1992,"המרכז לחקר העיר והאזור",חיפה,2300173,5681,Scanned,strategic planning,המרכז לחקר העיר והאזור,IIA
תכנית פיתוח ותכנית מתאר מחוז הצפון - שינוי מס' 9 לת.מ.מ.2,שפר,"דני ",1992,"המרכז לחקר העיר והאזור",חיפה,2300190,72852,Scanned,strategic planning,המרכז לחקר העיר והאזור,IIA
בחכמה יבנה בית - פרקים בקליטת עליית המונים ובפיתוח הסביבה העירונית בארץ,סלייפר,יוסף,1992,"משרד הבינוי והשיכון",ירושלים,2800076,38957,Scanned,report,משרד השיכון,IIA
ניתוח הסטורי של התפתחות נוף גן הקיבוץ,הר-גיל,גיל,1992,"הטכניון - מכון טכנולוגי לישראל",חיפה,2000025,42420,Scanned,Thesis,תזות,IIA
אספקטים מרחביים של התנהגות יזמית,טיילור,תומס קווקו,1992,"הטכניון - מכון טכנולוגי לישראל",חיפה,2000026,6301,Scanned,Thesis,תזות,IIA
קביעות ושוני בחלל הבסיליקני לדורותיו,בר-עם שחל,ליאורה,1992,"הטכניון - מכון טכנולוגי לישראל",חיפה,2000027,39173,Scanned,Thesis,תזות,IIA
מדריך לחישוב הדרישות לקרקע לצורכי ציבור,אלתרמן,רחל,1991,"המרכז לחקר העיר והאזור",חיפה,1300027,13114,Born digital,,המרכז לחקר העיר והאזור,IIA
מהפקעות ועד הסכמים דרכים חלופיות להשגת קרקע לצורכי ציבור,אלתרמן,רחל,1991,"המרכז לחקר העיר והאזור",חיפה,1300029,32508,Born digital,,המרכז לחקר העיר והאזור,IIA
מוספים לבטון כתחליף לעובי כיסוי מוגדל כהגנה בפני קורוזיה,יגרמן,חנוך,1991,"המכון הלאומי לחקר הבנייה",חיפה,2200008,9603,Scanned,report,המכון הלאומי לחקר הבניה,IIA
בדיקת כדאיות השימוש במצנני מדבר מול השימוש במזגני אוויר בעיר אילת,ארקין,הלל,1991,"המכון הלאומי לחקר הבנייה",חיפה,2200009,5594,Scanned,report,המכון הלאומי לחקר הבניה,IIA
תכן מבנים לרעידות אדמה הצעה לתקן,גליק,יעקב,1991,"המכון הלאומי לחקר הבנייה",חיפה,2200010,9782,Scanned,report,המכון הלאומי לחקר הבניה,IIA
קיצור משך הבנייה למגורים חלק א - איתור גורמי עיכוב מרכזיים,"לויפר ",אלכסנדר,1991,"המכון הלאומי לחקר הבנייה",חיפה,2200011,6591,Scanned,report,המכון הלאומי לחקר הבניה,IIA
הגורמים המשפיעים על הסדיקה בטיח חוץ (שלב ב'),"סורוקה ",יצחק,1991,"המכון הלאומי לחקר הבנייה",חיפה,2200012,6018,Scanned,report,המכון הלאומי לחקר הבניה,IIA
שיפור המשיכות של בטונים בעלי חוזק גבוה,בנטור,ארנון,1991,"המכון הלאומי לחקר הבנייה",חיפה,2200013,18830,Scanned,report,המכון הלאומי לחקר הבניה,IIA
בחינה כלכלית הנדסית של בניינים עם שלד פלדה שלב א,אלואיל,אשר,1991,"המכון הלאומי לחקר הבנייה",חיפה,2200015,1637,Scanned,report,המכון הלאומי לחקר הבניה,IIA
הדמייה של תנועת עשן וחום בבניינים ישראליים,פורה,מיכאל,1991,"המכון הלאומי לחקר הבנייה",חיפה,2200029,10994,Scanned,report,המכון הלאומי לחקר הבניה,IIA
מדיניות קרקע מוניציפלית בישראל - עד כמה היא קיימת,אלתרמן,רחל,1991,"המרכז לחקר העיר והאזור",חיפה,2300149,13429,Scanned,report,המרכז לחקר העיר והאזור,IIA
מדריך לחישוב הדרישות לקרקע לצורכי ציבור,אלתרמן,רחל,1991,"המרכז לחקר העיר והאזור",חיפה,2300141,15248,Scanned,report,המרכז לחקר העיר והאזור,IIA
מהפקעות ועד הסכמים - דרכים להשגת קרקע לצורכי ציבור,אלתרמן,רחל,1991,"המרכז לחקר העיר והאזור",חיפה,2300119,34727,Scanned,report,המרכז לחקר העיר והאזור,IIA
דיור לקשישים והמשמעויות של בית,"צ'רצ'מן ",ארזה,1991,"המרכז לחקר העיר והאזור",חיפה,2300102,2121,Scanned,report,המרכז לחקר העיר והאזור,IIA
הנחיות לתכנון שטחים פתוחים בשכונות מגורים - מחקר אמפירי השוואתי בין אוכלוסייה חילונית וחרדית בבניינים משותפים עם חצרות פרטיות צמודות,צ'רצ'מן,ארזה,1991,"המרכז לחקר העיר והאזור",חיפה,2300154,36164,Scanned,research,המרכז לחקר העיר והאזור,IIA
הערך הכלכלי של שיפורים במאפייני המגורים - השוואה בין גישות אמידה חלופיות,צובארי,ורה,1991,"המרכז לחקר העיר והאזור",חיפה,2300030,5021,Scanned,report,המרכז לחקר העיר והאזור,IIA
שילוב חברתי בין עולים וותיקים בשכונות וישובי שיקום,שגיא,רחל,1991,"משרד הבינוי והשיכון הצוות למדיניות חברתית","ירושלים ",2800132,3828,Scanned,report,משרד השיכון,IIA
מערך החינוך בקיבוץ - אידיאולוגיה ופתרונות פיסיים,יום-טוב,תרצה,1991,"הטכניון - מכון טכנולוגי לישראל",חיפה,2000023,25220,Scanned,Thesis,תזות,IIA
עיונים בגלגוליו של רעיון השכונה,קלוש,רחל,1991,"הטכניון - מכון טכנולוגי לישראל",חיפה,2000024,76116,Scanned,Thesis,תזות,IIA
בדיקת כדאיות השמוש במצנני מדבר מול השמוש במזגני אוויר בעיר אילת,ארקין,הלל,1991,"המכון הלאומי לחקר הבנייה",חיפה,2500012,4694,Scanned,Report,התחנה לחקר הבנייה,IIA
"הנחיות תכנון אקלימי, תוך חיסכון מירבי באנרגיה של בנייני בתי מלון דוח מספר 13 ",משאלי,"דוד ",1991,"המכון הלאומי לחקר הבנייה",חיפה,2500089,8021,Scanned,Report,התחנה לחקר הבנייה,IIA
"הנחיות תכנון אקלימי, תוך חיסכון מירבי באנרגיה, של בנייני בתי מלון דוח מספר 16 - דוח סופי",הופמן,מלוא אמיל,1991,"המכון הלאומי לחקר הבנייה",חיפה,2500092,1089,Scanned,Report,התחנה לחקר הבנייה,IIA
"הנחיות תכנון אקלימי, תוך חיסכון מירבי באנרגיה, של בנייני בתי מלון דוח מספר 12",הופמן,מלוא אמיל,1991,"המכון הלאומי לחקר הבנייה",חיפה,2500093,9689,Scanned,Report,התחנה לחקר הבנייה,IIA
"הנחיות תכנון אקלימי, תוך חיסכון מירבי באנרגיה, של בנייני בתי מלון דוח מספר 15",הופמן,מלוא אמיל,1991,"המכון הלאומי לחקר הבנייה",חיפה,2500095,23875,Scanned,Report,התחנה לחקר הבנייה,IIA
השוואה בין מערכות של תכנון סטטוטורי במדינות נבחרות - חומר רקע להכנת חוק תכנון חרוש למדינת ישראל,אלתרמן,רחל,1990,"המרכז לחקר העיר והאזור",חיפה,1300021,26333,Born digital,,המרכז לחקר העיר והאזור,IIA
הידבקות ועיגון של מוטות פלדה לבטון שלב א חלק 1,ינקלבסקי,דוד,1990,"המכון הלאומי לחקר הבנייה",חיפה,2200000,5624,Scanned,report,המכון הלאומי לחקר הבניה,IIA
מכניזם הסדיקה של בטון ובטון מזויין שלב א חלק 1,ליבוביץ,אורית,1990,"המכון הלאומי לחקר הבנייה",חיפה,2200001,3032,Scanned,report,המכון הלאומי לחקר הבניה,IIA
הנחיות לתכן קירות טרומים המשולבים בשלד יצוק באתר,בלוגר,אפרים,1990,"המכון הלאומי לחקר הבנייה",חיפה,2200002,722,Scanned,report,המכון הלאומי לחקר הבניה,IIA
הנחיות ונתונים לניהול ותיקצוב עבודות אחזקה בבנייה,אלואיל,אשר,1990,"המכון הלאומי לחקר הבנייה",חיפה,2200004,2879,Scanned,report,המכון הלאומי לחקר הבניה,IIA
סקר אגפי אחזקה במוסדות ציבור שונים,אלואיל,אשר,1990,"המכון הלאומי לחקר הבנייה",חיפה,2200005,5316,Scanned,report,המכון הלאומי לחקר הבניה,IIA
רצפות יצוקות פיתוח ואיפיון רצפות מתפלסות מעצמן,פוטרמן,משה,1990,"המכון הלאומי לחקר הבנייה",חיפה,2200006,9942,Scanned,report,המכון הלאומי לחקר הבניה,IIA
תכנון תקרות ומחיצות נגד רעש,"
קלר",יולי,1990,"המכון הלאומי לחקר הבנייה",חיפה,2200147,10676,Scanned,report,המכון הלאומי לחקר הבניה,IIA
פיתוח מערכת מומחה לתכנון התקדמות העבודה בפרוייקטים של בנייה מחזורית,פשקובצקי,שקד,1990,"המכון הלאומי לחקר הבנייה",חיפה,2200148,16684,Scanned,report,המכון הלאומי לחקר הבניה,IIA
ייצור חול מאבן גרוסה כאגרגט דק לבטון,בן בסט,מוני,1990,"המכון הלאומי לחקר הבנייה",חיפה,2200149,4261,Scanned,report,המכון הלאומי לחקר הבניה,IIA
תחומי מובנות דיבור בחדרים עם חלונות פתוחים החשופים למקורות רעש חיצוניים,רוזנהויז,גיורא,1990,"המכון הלאומי לחקר הבנייה",חיפה,2200150,1882,Scanned,report,המכון הלאומי לחקר הבניה,IIA
העברת נטל הפיתוח של שירותי ציבור ליזמים - הבטים משפטיים ומדיניות חברתית,אלתרמן,רחל,1990,"המרכז לחקר העיר והאזור",חיפה,2300035,6153,Scanned,report,המרכז לחקר העיר והאזור,IIA
השוואה בין מערכות של תכנון סטטוטורי במדינות נבחרות - חומר רקע להכנת חוק תכנון חדש למדינת ישראל,אלתרמן,רחל,1990,"המרכז לחקר העיר והאזור",חיפה,2300077,32723,Scanned,report,המרכז לחקר העיר והאזור,IIA
שיתוף הציבור וחוקי התכנון והבנייה - צעד אחד קדימה ושניים לאחור,"ורנסקי ",אריאלה,1990,"המרכז לחקר העיר והאזור",חיפה,2300079,6272,Scanned,report,המרכז לחקר העיר והאזור,IIA
השפעות ארוכות טווח של פרויקט שיקום שכונות המצוקה,כרמון,נעמי,1990,"המרכז לחקר העיר והאזור",חיפה,2300019,2470,Scanned,report,המרכז לחקר העיר והאזור,IIA
עיר במודיעין,אלדור,סופיה,1990,"משרד הבינוי והשיכון","[ח""מ]",2800088,8030,Scanned,report,משרד השיכון,IIA
"הנחיות תכנון אקלימי, תוך חיסכון מירבי באנרגיה, של בנייני בתי מלון דוח מספר 11",משאלי,"דוד ",1990,"המכון הלאומי לחקר הבנייה",חיפה,2500094,19978,Scanned,Report,התחנה לחקר הבנייה,IIA
השפעת דפוסי חימום על בעיית העיבוי בדירות מגורים,בקר,רחל,1990,"המכון הלאומי לחקר הבנייה",חיפה,2500105,8839,Scanned,Report,התחנה לחקר הבנייה,IIA
שיקום שכונות בישראל - הערכת תוצאות,כרמון,נעמי,1989,"המרכז לחקר העיר והאזור",חיפה,1300037,67201,Born digital,,המרכז לחקר העיר והאזור,IIA
"תקנות התכנון והבניה (סדרי נוהל בהתנגדויות לתכנית, סמכויות חוקר וסדרי עבודתו), תשמט-1989",,,1989,,,1900016,2049,Born digital,Statute,רגולציה,IIA
שיפור תכונות אקוסטיות של רצפות קונבנציונליות,"
קלר",יולי,1989,"המכון הלאומי לחקר הבנייה",חיפה,2200145,6206,Scanned,report,המכון הלאומי לחקר הבניה,IIA
נקודות תורפה במערכת התכנון והבניה ודרכים לשפרן,אלתרמן,רחל,1989,"המרכז לחקר העיר והאזור",חיפה,2300050,5742,Scanned,report,המרכז לחקר העיר והאזור,IIA
יצירת מקורות תעסוקה בערי הפיתוח,שפר,דניאל,1989,"המרכז לחקר העיר והאזור",חיפה,2300177,55391,Scanned,report,המרכז לחקר העיר והאזור,IIA
חומרי בנייה - תכונות ושימושים - חלק ראשון - חומרי מליטה - מלט ובטון,סורוקה,יצחק,1989,"התחנה לחקר הבנייה",חיפה,2500030,80622,Scanned,Report,התחנה לחקר הבנייה,IIA
שיטות בנייה לאוטומציה,פוטרמן,משה,1989,"התחנה לחקר הבנייה",חיפה,2500047,8345,Scanned,Report,התחנה לחקר הבנייה,IIA
פיתוח דלת כניסה אקוסטית לדירות בבתי מגורים,"
קלר",יולי,1988,"המכון הלאומי לחקר הבנייה",חיפה,2200146,4274,Scanned,report,המכון הלאומי לחקר הבניה,IIA
דרכים חלופיות להשגת קרקע לצרכי ציבור - בסיס משפטי והערכת השימוש בתכנון עירוני,אלתרמן,רחל,1988,"המרכז לחקר העיר והאזור",חיפה,2300060,27642,Scanned,report,המרכז לחקר העיר והאזור,IIA
הדרישות לקרקע לצרכי ציבור בשכונות מגורים - פיתוח כלי לאומדן כמותי כולל,ויטק,מירי,1988,"המרכז לחקר העיר והאזור",חיפה,2300069,15023,Scanned,report,המרכז לחקר העיר והאזור,IIA
מדריך לתכנון מערכת עצי הרחוב ביישובים עירוניים,עמיר,שאול,1988,"המרכז לחקר העיר והאזור",חיפה,2300074,23142,Scanned,research,המרכז לחקר העיר והאזור,IIA
אפשרות השיקום והחיזוק של בנייני שלד שניזוקו ברעידת אדמה - שלב ב,רוזנטל,ישראל,1988,"התחנה לחקר הבנייה",חיפה,2500004,1334,Scanned,Report,התחנה לחקר הבנייה,IIA
אפשרות השיקום והחיזוק של בנייני שלד שניזוקו ברעידת אדמה - שלב ג,רוזנטל,ישראל,1988,"התחנה לחקר הבנייה",חיפה,2500005,2363,Scanned,Report,התחנה לחקר הבנייה,IIA
קיימות של טיח חוץ בסביבה ימית,סורוקה,יצחק,1988,"התחנה לחקר הבנייה",חיפה,2500045,4668,Scanned,Report,התחנה לחקר הבנייה,IIA
תכנון הביצוע בבנייה - בעיות והצעות לפתרון,לויפר,אלכסנדר,1988,"התחנה לחקר הבנייה",חיפה,2500052,14086,Scanned,Report,התחנה לחקר הבנייה,IIA
תקצירי מחקרים שנערכו במימון משרד הבינוי והשכון בשנים 1980-1987 א,רקטור,יואב,1988,"התחנה לחקר הבנייה",חיפה,2500054,48957,Scanned,Report,התחנה לחקר הבנייה,IIA
תקצירי מחקרים שנערכו במימון משרד הבינוי והשכון בשנים 1980-1987 ב,רקטור,יואב,1988,"התחנה לחקר הבנייה",חיפה,2500055,41337,Scanned,Report,התחנה לחקר הבנייה,IIA
בדיקת בעיות רטיבות והצעת פתרונות לבנייני עמידר מחוז דרום יהודה סקר שיטות לבידוד תרמי של בניינים,הופמן,מלוא אמיל,1988,"התחנה לחקר הבנייה",חיפה,2500069,12885,Scanned,Report,התחנה לחקר הבנייה,IIA
גורמים המשפיעים על מוטת השליטה של מנהל קבוצת העבודה באתר הבנייה,לויפר,אלכסנדר,1988,"התחנה לחקר הבנייה",חיפה,2500073,17182,Scanned,Report,התחנה לחקר הבנייה,IIA
אימות השימוש ב-TARP באמצעות השוואה עם מדידות בדירות לא מאוכלסות הנתונות לדפוסי חימום שונים דוח סופי מס 2,בקר,רחל,1988,"התחנה לחקר הבנייה",חיפה,2500116,6890,Scanned,Report,התחנה לחקר הבנייה,IIA
שיטה לבחירת שכונות יעד להתחדשות עירונית - דוח מחקר,"קאופמן ",ברכה,1987,"המרכז לחקר העיר והאזור",חיפה,2300073,32605,Scanned,research,המרכז לחקר העיר והאזור,IIA
יצירת אלטרנטיבות לפיתוח כלכלי-חברתי של ערי הפיתוח בישראל - שלב א',שפר,דניאל,1987,"המרכז לחקר העיר והאזור",חיפה,2300132,21169,Scanned,report,המרכז לחקר העיר והאזור,IIA
התחדשות שכונת דורה - נתניה,הירש,אילה,1987,"משרד הבינוי והשיכון",ירושלים,2800082,18238,Scanned,report,משרד השיכון,IIA
"עלויות מחזור חיים (LIFE CYCLE COSTS) כגורם בתכנון הבנייה ",אלואיל,אשר,1987,"התחנה לחקר הבנייה",חיפה,2500038,6117,Scanned,Report,התחנה לחקר הבנייה,IIA
ציוד בנייה חלק א-ציוד לייצור בטון,זלינגר,שלמה,1987,"התחנה לחקר הבנייה",חיפה,2500043,5253,Scanned,Report,התחנה לחקר הבנייה,IIA
ציוד בנייה חלק ד-ציוד לעבודות עפר,זלינגר,שלמה,1987,"התחנה לחקר הבנייה",חיפה,2500044,7520,Scanned,Report,התחנה לחקר הבנייה,IIA
שתוף הצבור במסגרת חוק התכנון והבניה - הקיים והאפשרי,ורנסקי,אריאלה,1986,"המרכז לחקר העיר והאזור",חיפה,2300057,43424,Scanned,report,המרכז לחקר העיר והאזור,IIA
פיתוח כלכלי במגזר הערבי בישראל - דוח סופי,מאיר-ברודניץ,מיכאל,1986,"המרכז לחקר העיר והאזור",חיפה,2300056,19751,Scanned,report,המרכז לחקר העיר והאזור,IIA
"תכניות מתאר מחוזיות בישראל - יעדים, בצוע והערכה",מגן,נאוה,1986,"המרכז לחקר העיר והאזור",חיפה,2300055,27835,Scanned,report,המרכז לחקר העיר והאזור,IIA
תכנית פיתוח דימונה - מסגרת פעולה 1995-1986 ותכנית פעולה 1990-1986,ברקאי,זאב,1986,"משרד הבינוי והשיכון",ירושלים,2800077,3057,Scanned,Strategic Planning,משרד השיכון,IIA
בחינת ההתאמה של חוגי איכות לאתרי בנייה,רוזנפלד,יחיאל,1986,"התחנה לחקר הבנייה",חיפה,2500071,29223,Scanned,Report,התחנה לחקר הבנייה,IIA
"תקנות התכנון והבניה (מסירת מידע לשמאי מקרקעין), תשמה-1985",,,1985,,,1900015,229,Born digital,Statute,רגולציה,IIA
אוכלוסית היעד של המתנסים להלכה ולמעשה,"צ'רצ'מן ",ארזה,1985,"המרכז לחקר העיר והאזור",חיפה,2300151,32814,Scanned,report,המרכז לחקר העיר והאזור,IIA
איטום גגות בבניה טרומית - בעיות - הצעות לפתרון פרטים (דוח סופי),יגרמן,חנוך,1985,"התחנה לחקר הבנייה",חיפה,2500061,5015,Scanned,Report,התחנה לחקר הבנייה,IIA
"הערכת צריכת אנרגיה של דירות סולאריות פסיביות בישראל ","
וגנר",דניאל,1984,"התחנה לחקר הבנייה",חיפה,2500024,1796,Scanned,Report,התחנה לחקר הבנייה,IIA
תשתית למפרטים בבנייה קלה חלק א - נושאים תפקודיים,בקר,רחל,1984,"התחנה לחקר הבנייה",חיפה,2500056,5107,Scanned,Report,התחנה לחקר הבנייה,IIA
תשתית למפרטים בבנייה קלה חלק ב - היבטים כלכליים בבנייה קלה למגורים,בקר,רחל,1984,"התחנה לחקר הבנייה",חיפה,2500057,2389,Scanned,Report,התחנה לחקר הבנייה,IIA
אספקטים אדריכליים ועקרונות תכנון,פורה,מיכאל,1984,"התחנה לחקר הבנייה",חיפה,2500065,5356,Scanned,Report,התחנה לחקר הבנייה,IIA
בדיקה השואתית של כושר הבידוד האקוסטי של תקרות טיפוסיות בישראל,קלר,יולי,1984,"התחנה לחקר הבנייה",חיפה,2500066,2394,Scanned,Report,התחנה לחקר הבנייה,IIA
הפקעת קרקע לצורכי ציבור לפי חוק התכנון והבניה - לקראת הערכה מחדש,אלתרמן,רחל,1983,"המרכז לחקר העיר והאזור",חיפה,2300004,19850,Scanned,report,המרכז לחקר העיר והאזור,IIA
פוטנציאל פיתוח התעסוקה בישובים הערבים בישראל - דוח מוקדם - בעיות התעסוקה וכיווני מחקר,מאיר-ברודניץ,מיכאל,1983,"המרכז לחקר העיר והאזור",חיפה,2300022,6210,Scanned,report,המרכז לחקר העיר והאזור,IIA
צמחי נוי לשימוש באתרי תעשיה - מדריך לשימוש בצמחים לשיפור המראה והסביבה בתעשיה הישראלית,מאיר,ריצ'ארד,1983,"המרכז לחקר העיר והאזור",חיפה,2300007,1404,Scanned,report,המרכז לחקר העיר והאזור,IIA
מחקר הערכה - תכנית שכונות מועדפות,בורוכוב,אליהו,1983,"משרד הבינוי והשיכון אגף האיכלוס",ירושלים,2800094,11612,Scanned,report,משרד השיכון,IIA
"אפשרות היישום בישראל של שיטות בנייה קלה מחו""ל",בקר,רחל,1983,"התחנה לחקר הבנייה",חיפה,2500003,3031,Scanned,Report,התחנה לחקר הבנייה,IIA
מקדמי הבטיחות לתכן בטון מזויין - (דוח סופי),בלוגר,אפרים,1983,"התחנה לחקר הבנייה",חיפה,2500037,2732,Scanned,Report,התחנה לחקר הבנייה,IIA
שילוב רכיבים טרומיים בבניה קונבנציונליות,ורשבסקי,אברהם,1983,"התחנה לחקר הבנייה",חיפה,2500048,7583,Scanned,Report,התחנה לחקר הבנייה,IIA
תכנון ובקרת הייצור במפעל טרומי,ורשבסקי,אברהם,1983,"התחנה לחקר הבנייה",חיפה,2500053,12883,Scanned,Report,התחנה לחקר הבנייה,IIA
"תקנות התכנון והבניה (סדרי הדין בהליכים למתן צווים על פי המבקש בלבד), תשמג-1982",,,1982,,,1900014,649,Born digital,Statute,רגולציה,IIA
על עץ הזית בעולם העתיק ובנוף הים-תיכוני,קשטן,אהרון,1982,"המרכז לחקר העיר והאזור",חיפה,2300003,3063,Scanned,research,המרכז לחקר העיר והאזור,IIA
ההוצאות השוטפות למגורים 1979-1980,וינשל,זיוה,1982,"משרד הבינוי והשיכון אגף הפרוגרמות",ירושלים,2800106,5762,Scanned,report,משרד השיכון,IIA
"שטחים פתוחים באזורי מגורים, המלצות בעקבות תכנון - עיקרי ההמלצות",סלייפר,יוסף,1982,"משרד הבינוי והשיכון אגף הפרוגרמות",ירושלים,2800095,6271,Scanned,report,משרד השיכון,IIA
"בעיות רוח בתכנון הסביבה הבנוייה - דוח חלקי מס 1 ",פציוק,מוניקה,1982,"התחנה לחקר הבנייה",חיפה,2500019,3794,Scanned,Report,התחנה לחקר הבנייה,IIA
התפקוד בפועל של מבני מגורים שבוצעו בבנייה קלה בישראל,בקר,רחל,1982,"התחנה לחקר הבנייה",חיפה,2500028,8343,Scanned,Report,התחנה לחקר הבנייה,IIA
מבנים מפרוצמנט - מפרט טכני לתכנון - דוח סופי,בלוגר,אפרים,1982,"התחנה לחקר הבנייה",חיפה,2500035,3753,Scanned,Report,התחנה לחקר הבנייה,IIA
אחזקה של מבני מגורים - מחקר גישוש,זלינגר,שלמה,1982,"התחנה לחקר הבנייה",חיפה,2500060,8431,Scanned,Report,התחנה לחקר הבנייה,IIA
בדיקה וקיטלוג פתרונות לבידוד תרמי של חיבורים וגשרי בטון בבנייה למניעת עיבוי,הופמן,מלוא אמיל,1982,"התחנה לחקר הבנייה",חיפה,2500068,4670,Scanned,Report,התחנה לחקר הבנייה,IIA
"תקנות התכנון והבניה (אישורים למתן שירותי חשמל, מים וטלפון), תשמא-1981",,,1981,,,1900009,479,Born digital,Statute,רגולציה,IIA
"תקנות התכנון והבניה (סדרי הדין בערעור על שומת השבחה), תשמא-1981",,,1981,,,1900010,369,Born digital,Statute,רגולציה,IIA
"תקנות התכנון והבניה (ערובות להבטחת תשלום היטל השבחה ודחיית תשלומים), תשמא-1981",,,1981,,,1900011,231,Born digital,Statute,רגולציה,IIA
"תקנות התכנון והבניה (תעודה בדבר תשלום היטל), תשמא-1981",,,1981,,,1900012,106,Born digital,Statute,רגולציה,IIA
"תקנות התכנון והבניה (תשלום היטל השבחה על הקלה בדירת מגורים), תשמא-1981",,,1981,,,1900013,111,Born digital,Statute,רגולציה,IIA
תכניות פיתוח עירוניות - הערכה והמלצות,מוסן,ארוין,1981,"משרד הבינוי והשיכון אגף הפרוגרמות",ירושלים,2800097,8844,Scanned,strategic Planning,משרד השיכון,IIA
"המרכז ביישובי פיתוח - בעיות השתלבותו במירקם העירוני - המקרים להדגמה - אופקים, ערד, קרית גת, קרית מלאכי",פלדי,עזגד,1981,"משרד הבינוי והשיכון אגף הפרוגרמות היחידה לתיכנון ערים - תחקירי מעקב",ירושלים,2800107,18961,Scanned,report,משרד השיכון,IIA
איוורור טבעי של בניני מגורים,פורה,מיכאל,1981,"התחנה לחקר הבנייה",חיפה,2500002,6720,Scanned,Report,התחנה לחקר הבנייה,IIA
"אקלים הרוח בסביבה הבנוייה - דפי מידע למתכנן ",פציוק,מוניקה,1981,"התחנה לחקר הבנייה",חיפה,2500006,1758,Scanned,Report,התחנה לחקר הבנייה,IIA
בדיקת הכדאיות הכלכלית של רמות החיסכון באנרגיה כבסיס לתכנון מעטפת הבניין,אלואיל,אשר,1981,"התחנה לחקר הבנייה",חיפה,2500011,3666,Scanned,Report,התחנה לחקר הבנייה,IIA
בטון מוקצף לקירות ושימושו האפשרי בארץ - דוח סופי,יגרמן,חנוך,1981,"התחנה לחקר הבנייה",חיפה,2500013,10148,Scanned,Report,התחנה לחקר הבנייה,IIA
פיתוח מבני גגות מבטון עם בידוד תרמי ללא צורך באיטום אספלטי,יגרמן,חנוך,1981,"התחנה לחקר הבנייה",חיפה,2500039,10695,Scanned,Report,התחנה לחקר הבנייה,IIA
"אורך חיים כלכלי, עלויות תקונים ומצאי של ציוד בנייה בארץ",זלינגר,שלמה,1981,"התחנה לחקר הבנייה",חיפה,2500059,5378,Scanned,Report,התחנה לחקר הבנייה,IIA
